protein	count_glycosylation	N-linked (GlcNAc...) asparagine	O-linked (GalNAc...) threonine	N-linked (GlcNAc...) (complex) asparagine	O-linked (GalNAc...) serine	O-linked (GlcNAc) serine	C-linked (Man) tryptophan	N-linked (Glc) (glycation) lysine	O-linked (Gal...) hydroxylysine	O-linked (GlcNAc) threonine	O-linked (Xyl...) (glycosaminoglycan) serine	O-linked (Fuc...) threonine	O-linked (Xyl...) (chondroitin sulfate) serine	O-linked (Glc...) serine	O-linked (Xyl...) (heparan sulfate) serine	N-linked (GlcNAc...)	N-linked (GlcNAc...) (high mannose) asparagine	O-linked (Fuc...) serine	O-linked (HexNAc...) threonine	N-linked (GlcNAc...) (keratan sulfate) asparagine	N-linked (GlcNAc...) (polylactosaminoglycan) asparagine
Q9Y5E7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5F3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5F1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96TA0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5H4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRJ7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01127	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16549	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q68CQ1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33527	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H3R2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKN1	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q685J3	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q1ZYL8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IYV9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96PR1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6J6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16566	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q8NC54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P57789	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDN2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKR0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49862	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20151	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32004	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75387	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WX39	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75473	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBX8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N0V4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N145	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N135	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7L985	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H756	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96NI6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXM1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NSJ5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IWT6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NCL2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9ULH4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22888	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A075B6J6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z4F1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95868	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5SRR4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95867	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWN5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UX82	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N5G2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10253	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0U3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04201	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZU1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08183	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H9K5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3V5L5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96MC6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2U2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NSA2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14003	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92953	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HB15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51787	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23276	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q969F8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03952	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4D0S4	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3Y3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01650	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86WI0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P38571	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96QE4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N386	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P244	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86UE6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15722	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86TE4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NS15	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00754	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35410	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H8J5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41968	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21941	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q969V1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99705	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P40926	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NFP4	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16820	12	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQ76	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16819	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H1A3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10469	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2M2H8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5SR56	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08581	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96PC5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13361	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NDA9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75096	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZR2	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NJW4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUT4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07954	52	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBW1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86VH5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43300	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P98164	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5XG99	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14151	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00339	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z7M0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14392	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01229	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q68CR7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75325	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51884	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q9NPC1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N967	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14767	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWQ5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60449	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6Y9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBG7	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16706	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5VYJ5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43462	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z304	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33032	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6BM72	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BY79	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00587	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q50LG9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86VH4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z3D4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95274	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95711	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5Y7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N2S1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33908	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NHS7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95460	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z553	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQ53	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TF66	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75197	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z2Q7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14114	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H3W5	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8ND94	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86VZ4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16553	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3BQJ8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O94772	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5SQ64	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q17RY6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z4W2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60476	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NR34	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P50579	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96N66	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H1U4	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NG13	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q09328	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBM8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13449	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96PB8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N7C0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75581	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXK5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2E5	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29376	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UEW3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDD5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32245	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IX19	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55083	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N468	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43451	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55082	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86YD5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4K0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P9F7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDW0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16581	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXB3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28300	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N2G4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49641	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q969L2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48740	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21439	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08431	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6J4K2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99519	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDF5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26717	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5JS37	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TCU5	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99784	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NFZ3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15761	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P50391	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y639	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95047	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWY5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WZ92	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q68BL8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03999	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DMU2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NG99	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NG95	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGG8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NG98	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15617	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41145	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96R28	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGY9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N349	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NG83	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGX8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O76100	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGA2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60412	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGA0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NHC8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N162	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZM6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15620	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P47881	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z4N8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBL9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15547	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGR2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGR3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGR5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NGA1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41231	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99571	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96G91	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15391	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7RTY7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NCC3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BXP8	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96QZ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13219	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60245	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08174	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H6A9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15116	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5H2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5G3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UN71	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60330	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5G2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5G0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42785	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5Y4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16234	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y3Q0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60721	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95944	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O76036	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13591	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16519	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95803	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14524	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92542	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01138	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14957	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NA29	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99466	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96PB7	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P46531	45	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Q9UM47	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P69849	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49146	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NPH5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12908	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04629	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14980	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQQ1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
